"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Detailes\detailesController.dart", "Dart", 290, 0, 29, 319
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\CartController.dart", "Dart", 190, 0, 16, 206
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\CheckOutController.dart", "Dart", 442, 3, 20, 465
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\FilterPageController.dart", "Dart", 117, 0, 13, 130
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\HomePageController.dart", "Dart", 280, 0, 18, 298
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\MainPageController.dart", "Dart", 100, 0, 7, 107
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SearchController.dart", "Dart", 191, 0, 14, 205
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\AccountController.dart", "Dart", 211, 0, 15, 226
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\AddressController.dart", "Dart", 252, 0, 16, 268
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\GiftCardController.dart", "Dart", 130, 0, 10, 140
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\OrdersController.dart", "Dart", 73, 1, 5, 79
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\SettingsControllers\PaymentController.dart", "Dart", 258, 1, 23, 282
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\Home\favouritePageController.dart", "Dart", 106, 0, 10, 116
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\authControllers\SignInController.dart", "Dart", 211, 7, 21, 239
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\authControllers\SignUpController.dart", "Dart", 281, 9, 29, 319
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\onBoardingController\OnBoardingController.dart", "Dart", 46, 0, 7, 53
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\Controller\products\ProductsController.dart", "Dart", 55, 0, 5, 60
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\binding.dart", "Dart", 8, 0, 2, 10
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\CRUD.dart", "Dart", 23, 0, 4, 27
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\HandleSearchState.dart", "Dart", 145, 0, 5, 150
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\HandlingDataRequest.dart", "Dart", 69, 0, 3, 72
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\class\enums.dart", "Dart", 10, 0, 3, 13
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\AppWords.dart", "Dart", 209, 36, 23, 268
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\ArgumentsNames.dart", "Dart", 16, 1, 1, 18
"c:\Users\Magd\Documents\Flutter Projects\ebuy\lib\core\constant\Colors.dart", "Dart", 19, 0, 2, 21
